Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
Gauke David,Gauke David,,former states(wo)men,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,10,0.212175,0.228951,0,0,0.005298,47,0.000264,1023,0,0
Eesti Vabariigi Kaitseministeerium,Eesti Vabariigi Kaitseministeerium,,government/executive,ESTONIA,"#55A354",0,0,1,1,0,1,1,3,0.458333,0.5,0,0,0.002784,64,0.000264,1024,0,0
parquet fédéral,parquet fédéral,,judiciary,BELGIUM,"#64638E",0,0,1,1,0,1,1,14,0.116324,0.123707,0,0,0,83,0.000264,1025,0,0
European Economic and Social Committee,European Economic and Social Committee,,employers organisations and firms,EUROPEAN UNION,"#5C9A5C",0,1,2,3,4,3,7,14,0.116152,0.124511,2,0.000516,0,83,0.000458,825,0,0.00278
Cabinet Office UK,Cabinet Office UK,,government/executive,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.002734,70,0.000264,1026,0,0
Jastrzębie-Zdrój,Jastrzębie-Zdrój,,unions and employees,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,1027,0,0
Nizieński Bogusław,Nizieński Bogusław,,former states(wo)men,POLAND,"#FFE428",0,0,1,1,0,1,1,1,1,1,0,0,0.000207,89,0.000264,1028,0,0
Audiencia Nacional,Audiencia Nacional,,judiciary,SPAIN,"#AF6729",0,0,1,1,0,1,1,4,0.4,0.520833,0,0,0.000826,85,0.000264,1029,0,0
Fiscalía Anticorrupción,Fiscalía Anticorrupción,,other state executive agencies,SPAIN,"#AF6729",0,0,1,1,0,1,1,4,0.4,0.520833,0,0,0.000826,85,0.000264,1030,0,0
Ministerio del Interior,Ministerio del Interior,,government/executive,SPAIN,"#AF6729",81,0,1,1,0,1,1,1,1,1,0,0,0,102,0.000264,1032,0,0
Ministero dello Sviluppo Economico,Ministero dello Sviluppo Economico,,government/executive,ITALY,"#B85D6F",82,0,1,1,0,1,1,1,1,1,0,0,0,103,0.000264,1034,0,0
Democratici x il NO Foligno,Democratici x il NO Foligno,,civil society organisations and groups,ITALY,"#B85D6F",83,0,1,1,0,1,1,1,1,1,0,0,0,104,0.000264,1036,0,0
Belarusian officials,Belarusian officials,,government/executive,BELARUS,"#745A80",0,4,1,5,4,1,5,0,0,0,0,0.005148,0,89,0.002122,5,0.25,0.158807
Institut Pogranichnoy Sluzhby,Institut Pogranichnoy Sluzhby,,police and internal security agencies,BELARUS,"#745A80",84,0,1,1,0,1,1,1,1,1,0,0,0,105,0.000264,1038,0,0
De Federatie Mobiliteitsbedrijven Nederland ,De Federatie Mobiliteitsbedrijven Nederland ,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,12,0.13245,0.140692,0,0,0,70,0.000264,1039,0,0
Ministerie van Infrastructuur,Ministerie van Infrastructuur,,government/executive,NETHERLANDS,"#FFB415",0,2,1,3,2,1,3,11,0.152248,0.163312,718,0,0.000442,70,0.000713,887,0,0.002619
De Vries Bert,De Vries Bert,,economists and financial experts,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,10,0.176847,0.18919,0,0,0.002304,70,0.000264,1040,0,0
Ondernemingsraad ,Ondernemingsraad ,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,10,0.176847,0.18919,0,0,0.002304,70,0.000264,1041,0,0
Van Impe Liesbeth,Van Impe Liesbeth,,media and journalists,BELGIUM,"#64638E",85,0,1,1,0,1,1,1,1,1,0,0,0,106,0.000264,1043,0,0
Ministère de l'Europe,Ministère de l'Europe,,government/executive,FRANCE,"#6A886D",0,1,4,5,1,4,5,10,0.224363,0.252135,361,0,0.016665,52,0.000489,1046,0,0.00131
Színház- és Filmművészeti Egyetem,Színház- és Filmművészeti Egyetem,,educational professionals and organisations,HUNGARY,"#7F6D85",0,3,1,4,4,2,6,1,1,1,698,0.008309,0,88,0.004263,72,0,0.045128
Board of Trustees SZFE,Board of Trustees SZFE,,educational professionals and organisations,HUNGARY,"#7F6D85",0,1,1,2,2,2,4,1,1,1,0,0,0.000609,88,0.003886,72,0,0.006504
SZFE student body,SZFE student body,,"students, pupils, and their parents",HUNGARY,"#7F6D85",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,1047,0,0
Magyarország miniszterelnökséget,Magyarország miniszterelnökséget,,government/executive,HUNGARY,"#7F6D85",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000609,88,0.000264,1048,0,0
Berliner Ensemble,Berliner Ensemble,,media and journalists,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,1049,0,0
Baltic states,Baltic states,,whole polities,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,1,1,1,0,0,0.000377,89,0.000264,1050,0,0
Rady Ministrów,Rady Ministrów,,government/executive,POLAND,"#FFE428",0,0,1,1,0,1,1,11,0.210064,0.231106,0,0,0.010594,29,0.000264,1051,0,0
Ministerstwo Spraw Zagranicznych,Ministerstwo Spraw Zagranicznych,,government/executive,POLAND,"#FFE428",0,0,5,5,0,6,6,11,0.214413,0.245973,0,0,0.017253,64,0.000264,1052,0,0
Belarusian authorities,Belarusian authorities,,government/executive,BELARUS,"#745A80",0,2,2,4,3,3,6,3,0.48,0.541667,29.25,0.000411,0.002799,64,0.000537,333,0,0.003015
Baltic state governments,Baltic state governments,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,2,2,4,0.342105,0.391026,0,0,0.00003,64,0.000264,1053,0,0
Lietuvos Respublikos Prezidentas,Lietuvos Respublikos Prezidentas,,government/executive,LITHUANIA,"#E77424",0,0,1,1,0,1,1,3,0.458333,0.5,0,0,0.002784,64,0.000264,1054,0,0
utrikesminister,utrikesminister,,government/executive,SWEDEN,"#AC5933",0,0,1,1,0,1,1,3,0.458333,0.5,0,0,0.002784,64,0.000264,1055,0,0
Stormont,Stormont,,legislative,NORTHERN IRELAND,"#FFC01A",0,0,1,1,0,1,1,10,0.212175,0.228951,0,0,0.005298,47,0.000264,1056,0,0
Institute for Government,Institute for Government,,other state executive agencies,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,11,0.18659,0.200887,0,0,0.003107,47,0.000264,1057,0,0
Themis-sedziowie,Themis-sedziowie,,solidarity and human rights organisations,POLAND,"#FFE428",0,1,1,2,1,1,2,10,0.212589,0.232696,31.666667,0.001407,0.003883,52,0.000354,200,0,0.004974
Wolne Sądy,Wolne Sądy,,solidarity and human rights organisations,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.212552,0.232605,0,0,0.003883,83,0.000264,1058,0,0
Rzecznik Praw Obywatelskich,Rzecznik Praw Obywatelskich,,judiciary,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.209329,0.22267,0,0,0.000597,83,0.000264,1059,0,0
Sąd Rejonowy Poznan,Sąd Rejonowy Poznan,,judiciary,POLAND,"#FFE428",0,2,2,4,2,2,4,10,0.230373,0.252419,303.356349,0.005377,0.00448,83,0.002333,200,0.166667,0.031477
Handelsblatt,Handelsblatt,,media and journalists,GERMANY,"#717F75",0,0,2,2,0,2,2,9,0.254597,0.277528,0,0,0.003108,27,0.000264,1061,0,0
DZ Bank,DZ Bank,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,1,1,1,0,0,0.000017,27,0.000264,1062,0,0
Kampania Przeciw Homofobii,Kampania Przeciw Homofobii,,solidarity and human rights organisations,POLAND,"#FFE428",0,1,1,2,1,1,2,9,0.250698,0.277584,359,0,0.029089,29,0.000376,989,0,0.00131
"#UniteCyprusNow ","#UniteCyprusNow ",,civil society organisations and groups,CYPRUS,"#459E6F",0,0,1,1,0,1,1,10,0.213056,0.228367,0,0,0.002244,71,0.000264,1063,0,0
Sapienta Economics,Sapienta Economics,,economists and financial experts,CYPRUS,"#459E6F",0,0,1,1,0,1,1,10,0.213056,0.228367,0,0,0.002244,71,0.000264,1064,0,0
Anorthotiko Komma Ergazomenou Laou,Anorthotiko Komma Ergazomenou Laou,,political parties,CYPRUS,"#459E6F",0,0,1,1,0,1,1,1,1,1,0,0,0.006186,89,0.000264,1065,0,0
Ministerio de Sanidad,Ministerio de Sanidad,,government/executive,SPAIN,"#AF6729",86,0,1,1,0,1,1,1,1,1,0,0,0,107,0.000264,1067,0,0
Litvinchuk Vyacheslav,Litvinchuk Vyacheslav,,solidarity and human rights organisations,BELARUS,"#745A80",87,0,1,1,0,1,1,1,1,1,0,0,0,108,0.000264,1069,0,0
BYhelp,BYhelp,,solidarity and human rights organisations,BELARUS,"#745A80",88,0,1,1,0,1,1,1,1,1,0,0,0,109,0.000264,1071,0,0
Deepdee,Deepdee,,employers organisations and firms,BELARUS,"#745A80",89,0,1,1,0,1,1,1,1,1,0,0,0,110,0.000264,1073,0,0
green-news.pl,green-news.pl,,media and journalists,POLAND,"#FFE428",0,0,1,1,0,1,1,1,1,1,0,0,0.007034,29,0.000264,1074,0,0
Archdiocese of Przemyśl ,Archdiocese of Przemyśl ,,churches and religious organisations and groups,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,1075,0,0
Konferencja Episkopatu Polski,Konferencja Episkopatu Polski,,churches and religious organisations and groups,POLAND,"#FFE428",90,0,1,1,0,1,1,1,1,1,0,0,0,111,0.000264,1077,0,0
Arcybiskup metropolita poznański,Arcybiskup metropolita poznański,,churches and religious organisations and groups,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,1078,0,0
Związek Polaków na Białorusi,Związek Polaków na Białorusi,,solidarity and human rights organisations,POLAND,"#FFE428",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000053,64,0.000264,1079,0,0
Viacorka Franak,Viacorka Franak,,media and journalists,BELARUS,"#745A80",0,0,1,1,0,1,1,3,0.458333,0.5,0,0,0.002784,64,0.000264,1080,0,0
Presidente della Giunta regionale del Piemonte,Presidente della Giunta regionale del Piemonte,,government/executive,ITALY,"#B85D6F",0,0,1,1,0,2,2,9,0.252284,0.273996,0,0,0.015107,3,0.000264,1081,0,0
Mayor of Torino,Mayor of Torino,,government/executive,ITALY,"#B85D6F",91,0,1,1,0,1,1,1,1,1,0,0,0,112,0.000264,1083,0,0
COPASIR,COPASIR,,legislative,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.202026,0.214473,0,0,0.002504,3,0.000264,1084,0,0
Confindustria Toscana,Confindustria Toscana,,employers organisations and firms,ITALY,"#B85D6F",0,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,33,0.000264,1086,0,0
Cembrero  Ignacio,Cembrero  Ignacio,,media and journalists,SPAIN,"#AF6729",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.003523,85,0.000264,1087,0,0
CTIVD,CTIVD,,legislative,NETHERLANDS,"#FFB415",92,0,1,1,0,1,1,1,1,1,0,0,0,113,0.000264,1089,0,0
Ministerie van Binnenlandse Zaken,Ministerie van Binnenlandse Zaken,,government/executive,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,11,0.152248,0.163312,0,0,0.000442,70,0.000264,1090,0,0
Oxfam,Oxfam,,solidarity and human rights organisations,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,1091,0,0
Greek PM,Greek PM,,government/executive,GREECE,"#78767D",0,0,1,1,0,1,1,10,0.190602,0.203579,0,0,0,51,0.000264,1092,0,0
European Medicines Agency,European Medicines Agency,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,6,5,11,6,10,16,9,0.251228,0.282084,1470.642172,0.044698,0.031715,98,0.001046,200,0.194444,0.177791
EU Commissioner for Health,EU Commissioner for Health,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,3,4,1,3,4,10,0.201907,0.220775,5.5,0.000983,0.00473,98,0.000302,732,0,0.00131
Bionext,Bionext,,farmers and agricultural organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,10,0.176847,0.18919,0,0,0.002304,70,0.000264,1093,0,0
Data Protection Commission ,Data Protection Commission ,,consumer organisations and groups,IRELAND,"#A5548D",0,0,1,1,0,1,1,11,0.182883,0.19701,0,0,0.001198,27,0.000264,1094,0,0
Schrems Max,Schrems Max,,solidarity and human rights organisations,AUSTRIA,"#944863",0,0,1,1,0,1,1,10,0.212552,0.232605,0,0,0.003883,83,0.000264,1095,0,0
Ember,Ember,,other scientific and research professionals and institutions,UNITED KINGDOM,"#E879A3",0,0,1,1,0,2,2,13,0.130688,0.137777,0,0,0.007005,83,0.000264,1096,0,0
PWEA,PWEA,,employers organisations and firms,POLAND,"#FFE428",0,0,1,1,0,1,1,11,0.210064,0.231106,0,0,0.010594,29,0.000264,1097,0,0
Nord Stream AG,Nord Stream AG,,employers organisations and firms,NA,"#FFA910",0,6,1,7,9,1,10,11,0.176008,0.188549,8410.245971,0.012012,0,83,0.008319,200,0.033333,0.059007
Uniper,Uniper,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,11,0.176326,0.189416,0,0,0,83,0.000264,1098,0,0
Russian politicians,Russian politicians,,politicians,RUSSIAN FEDERATION,"#E8D430",93,0,1,1,0,1,1,1,1,1,0,0,0,114,0.000264,1100,0,0
Naval'nyj Aleksej,Naval'nyj Aleksej,,politicians,RUSSIAN FEDERATION,"#E8D430",0,2,2,4,2,2,4,1,1,1,1404,0.000024,0,21,0.000884,124,0,0.009521
Organisation for the Prohibition of Chemical Weapons,Organisation for the Prohibition of Chemical Weapons,,government/executive,NA,"#FFA910",0,1,1,2,1,1,2,8,0.259608,0.288454,0,0.012224,0.018381,71,0.000478,200,0,0.067745
Foreign Ministry of Belarus,Foreign Ministry of Belarus,,government/executive,BELARUS,"#745A80",0,0,1,1,0,1,1,13,0.130688,0.137777,0,0,0.007005,83,0.000264,1101,0,0
Norway immigration office,Norway immigration office,,police and internal security agencies,NORWAY,"#FFCC1E",94,0,1,1,0,1,1,1,1,1,0,0,0,115,0.000264,1103,0,0
Gaweł Rafał,Gaweł Rafał,,activists and protestors,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,1104,0,0
Ministry of Health Belarus,Ministry of Health Belarus,,government/executive,NA,"#FFA910",0,0,1,1,0,1,1,11,0.176153,0.186455,0,0,0.000889,71,0.000264,1105,0,0
Athens Court of Appeal,Athens Court of Appeal,,judiciary,GREECE,"#78767D",0,1,1,2,1,4,5,1,1,1,1,0,0.001724,3,0.000489,1106,0,0.00131
Agenzia delle dogane e dei Monopoli,Agenzia delle dogane e dei Monopoli,,other state executive agencies,ITALY,"#B85D6F",95,1,1,2,1,1,2,0,0,0,0,0,0,84,0.000264,1107,0,0.001771
Bulgarian Institute for Legal Initiatives,Bulgarian Institute for Legal Initiatives,,civil society organisations and groups,BULGARIA,"#3983AC",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.002734,70,0.000264,1108,0,0
Anti-Corruption Fund Foundation ,Anti-Corruption Fund Foundation ,,civil society organisations and groups,RUSSIAN FEDERATION,"#E8D430",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,1109,0,0
Stavrou Illias,Stavrou Illias,,politicians,GREECE,"#78767D",0,0,1,1,0,1,1,1,1,1,0,0,0.001724,3,0.000264,1110,0,0
Greeks,Greeks,,the general public,GREECE,"#78767D",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,3,0.000264,1111,0,0
several scientists,several scientists,,other scientific and research professionals and institutions,NA,"#FFA910",0,0,1,1,0,1,1,1,1,1,0,0,0.000489,89,0.000264,1112,0,0
Partido Social Democrata - Partido Popular,Partido Social Democrata - Partido Popular,,political parties,PORTUGAL,"#FFEF2C",96,0,1,1,0,1,1,1,1,1,0,0,0,116,0.000264,1114,0,0
Neue Soziale Marktwirtschaft,Neue Soziale Marktwirtschaft,,economists and financial experts,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.212552,0.232605,0,0,0.003883,83,0.000264,1115,0,0
Ständige Vertretung der Deutschlandbei der EU,Ständige Vertretung der Deutschlandbei der EU,,government/executive,GERMANY,"#717F75",0,3,3,6,3,3,6,10,0.222637,0.24759,1393.257576,0.03217,0.011202,71,0.000932,200,0.1,0.109597
Deutsche Stiftung Meeresschutz,Deutsche Stiftung Meeresschutz,,environmental organisations and groups,GERMANY,"#717F75",0,0,1,1,0,1,1,1,1,1,0,0,0.000396,51,0.000264,1116,0,0
Government of Cyprus,Government of Cyprus,,government/executive,CYPRUS,"#459E6F",0,0,1,1,0,1,1,1,1,1,0,0,0.006186,89,0.000264,1117,0,0
Ustaw Dziennik,Ustaw Dziennik,,former states(wo)men,POLAND,"#FFE428",0,0,1,1,0,1,1,13,0.13671,0.143242,0,0,0.003756,51,0.000264,1118,0,0
Trybunał Konstytucyjny,Trybunał Konstytucyjny,,judiciary,POLAND,"#FFE428",0,12,2,14,15,2,17,12,0.157918,0.166046,3982.427273,0.051268,0.00077,51,0.002606,200,0.096154,0.199234
Centre for Liberal Strategies,Centre for Liberal Strategies,,other scientific and research professionals and institutions,BULGARIA,"#3983AC",0,0,1,1,0,1,1,13,0.148839,0.158763,0,0,0.007985,52,0.000264,1119,0,0
L'Istituto Affari Internazionali ,L'Istituto Affari Internazionali ,,other scientific and research professionals and institutions,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.001348,51,0.000264,1120,0,0
Bolton John,Bolton John,,former states(wo)men,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,9,0.226785,0.247202,0,0,0.005563,89,0.000264,1121,0,0
European Council on Foreign Relations,European Council on Foreign Relations,,other scientific and research professionals and institutions,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,13,0.148839,0.158763,0,0,0.007985,52,0.000264,1122,0,0
Stanford University,Stanford University,,educational professionals and organisations,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,13,0.148839,0.158763,0,0,0.007985,52,0.000264,1123,0,0
vox,vox,,political parties,SPAIN,"#AF6729",0,2,1,3,2,1,3,2,0.666667,0.75,8,0,0.003523,85,0.001151,171,0,0.004176
Partido Popular,Partido Popular,,political parties,SPAIN,"#AF6729",0,3,1,4,3,1,4,3,0.5,0.611111,703,0.01128,0,85,0.000779,172,0,0.007584
Cortes Generales,Cortes Generales,,legislative,SPAIN,"#AF6729",0,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,85,0.000264,1124,0,0
Lehendakari,Lehendakari,,government/executive,SPAIN,"#AF6729",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.003523,85,0.000264,1125,0,0
Prokuratura Krajowa ,Prokuratura Krajowa ,,judiciary,POLAND,"#FFE428",0,1,1,2,1,1,2,1,1,1,697,0.000406,0,51,0.000535,105,0,0.00998
Polish MEPs,Polish MEPs,,legislative,POLAND,"#FFE428",0,1,1,2,1,1,2,9,0.250876,0.277801,0,0.010109,0.029089,51,0.000498,200,0.5,0.016717
Initiative Polska ,Initiative Polska ,,political parties,POLAND,"#FFE428",0,0,1,1,0,1,1,11,0.172414,0.184538,0,0,0,51,0.000264,1127,0,0
Koalicja Obywatelska,Koalicja Obywatelska,,political parties,POLAND,"#FFE428",0,1,3,4,1,4,5,10,0.207755,0.229067,359,0,0.010241,51,0.000489,1126,0,0.00131
FEMM,FEMM,,legislative,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,13,0.13671,0.143242,0,0,0.003756,51,0.000264,1128,0,0
Ministerstwo Infrastruktury,Ministerstwo Infrastruktury,,government/executive,POLAND,"#FFE428",0,0,2,2,0,3,3,10,0.22291,0.246678,0,0,0.011142,27,0.000264,1130,0,0
Lis Tomasz,Lis Tomasz,,media and journalists,POLAND,"#FFE428",0,0,1,1,0,1,1,13,0.13671,0.143242,0,0,0.003756,51,0.000264,1131,0,0
Ogolnopolski Strajk Kobiet,Ogolnopolski Strajk Kobiet,,solidarity and human rights organisations,POLAND,"#FFE428",0,0,1,1,0,1,1,11,0.171606,0.184954,0,0,0.00269,51,0.000264,1132,0,0
Polish protestors,Polish protestors,,the general public,POLAND,"#FFE428",0,1,1,2,1,1,2,13,0.13671,0.143242,359,0,0.003756,51,0.000489,1133,0,0.00131
Policja ,Policja ,,police and internal security agencies,POLAND,"#FFE428",0,0,1,1,0,1,1,14,0.120563,0.126342,0,0,0,51,0.000264,1134,0,0
Van Ranst Marc,Van Ranst Marc,,other scientific and research professionals and institutions,BELGIUM,"#64638E",0,0,1,1,0,1,1,11,0.175464,0.187188,0,0,0.00222,83,0.000264,1135,0,0
Stichting Platform Storm,Stichting Platform Storm,,environmental organisations and groups,NETHERLANDS,"#FFB415",97,0,1,1,0,2,2,1,1,1,0,0,0,117,0.000264,1137,0,0
Wethouders van Rotterdam,Wethouders van Rotterdam,,government/executive,NETHERLANDS,"#FFB415",98,0,1,1,0,1,1,1,1,1,0,0,0,118,0.000264,1139,0,0
United States Permanent Representative to NATO,United States Permanent Representative to NATO,,government/executive,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,1,1,1,0,0,0.006186,89,0.000264,1140,0,0
Der Spiegel,Der Spiegel,,media and journalists,GERMANY,"#717F75",0,0,3,3,0,3,3,9,0.263777,0.293077,0,0,0.042471,22,0.000264,1141,0.333333,0
University of Lublin,University of Lublin,,educational professionals and organisations,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.205613,0.222289,0,0,0.003794,51,0.000264,1142,0,0
Comune di Carolei,Comune di Carolei,,government/executive,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,1143,0,0
La Stampa,La Stampa,,media and journalists,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,1144,0,0
Anaao Assomed Piemonte,Anaao Assomed Piemonte,,other scientific and research professionals and institutions,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,1145,0,0
Comune di Montefranco,Comune di Montefranco,,government/executive,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,1146,0,0
Regione Toscana,Regione Toscana,,government/executive,ITALY,"#B85D6F",0,1,1,2,1,1,2,2,0.666667,0.75,2,0,0,33,0.000489,1085,0,0.00131
VNV,VNV,,unions and employees,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,10,0.176847,0.18919,0,0,0.002304,70,0.000264,1147,0,0
Utrecht University,Utrecht University,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.25193,0.272325,0,0,0.009483,22,0.000264,1148,0,0
Humboldt University,Humboldt University,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.25193,0.272325,0,0,0.009483,22,0.000264,1149,0,0
Al-Azhar Institute,Al-Azhar Institute,,educational professionals and organisations,EGYPT,"#4BAB51",0,0,1,1,0,1,1,9,0.25193,0.272325,0,0,0.009483,22,0.000264,1150,0,0
Demokratikus Koalicio,Demokratikus Koalicio,,political parties,HUNGARY,"#7F6D85",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,1151,0,0
Góralczyk Bogdan,Góralczyk Bogdan,,educational professionals and organisations,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.243886,0.263348,0,0,0.008487,88,0.000264,1152,0,0
Kwaśniewski Aleksander,Kwaśniewski Aleksander,,former states(wo)men,POLAND,"#FFE428",0,0,1,1,0,1,1,9,0.254069,0.275515,0,0,0.003091,27,0.000264,1153,0,0
Rada Ministrów Rzeczypospolitej,Rada Ministrów Rzeczypospolitej,,government/executive,POLAND,"#FFE428",0,6,2,8,8,2,10,10,0.206578,0.22969,640.678802,0.036711,0.045031,51,0.00103,200,0.071429,0.03811
RMF FM,RMF FM,,media and journalists,POLAND,"#FFE428",0,0,1,1,0,2,2,13,0.130688,0.137777,0,0,0.007005,83,0.000264,1154,0,0
Partija Vienotiba,Partija Vienotiba,,political parties,LATVIA,"#D46B42",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,1155,0,0
Sąd Okręgowy w Krakowie,Sąd Okręgowy w Krakowie,,judiciary,POLAND,"#FFE428",99,2,1,3,2,1,3,1,1,1,2,0,0,86,0.000713,1157,0,0.002619
Onet.pl,Onet.pl,,media and journalists,POLAND,"#FFE428",99,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,86,0.000264,1158,0,0
Cour d'appel de Bruxelles,Cour d'appel de Bruxelles,,judiciary,BELGIUM,"#64638E",99,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,86,0.000264,1159,0,0
Ministerstwo Nauk,Ministerstwo Nauk,,government/executive,POLAND,"#FFE428",0,2,2,4,3,2,5,9,0.253004,0.282736,2817.705604,0.005603,0.029329,51,0.00049,200,0.166667,0.020178
Nowak Piotr,Nowak Piotr,,other scientific and research professionals and institutions,SWEDEN,"#AC5933",0,0,1,1,0,1,1,1,1,1,0,0,0.000831,69,0.000264,1160,0,0
